a,b,c,d,e,text
"4","1468461537","Tue Apr 07 01:48:47 PDT 2009","NO_QUERY","raboof","@jonskeet Ah, the naming bites again! Picked those from Python, which seems like a reasonable thing to do�stand on shoulders of giants. "
"4","1468461557","Tue Apr 07 01:48:48 PDT 2009","NO_QUERY","pvandenberk","@chiefchimpanzee I was expecting &quot;the screen&quot; in reply, but you came close... "
"4","1468461568","Tue Apr 07 01:48:48 PDT 2009","NO_QUERY","SexySubKaylee","@michaelmagical Hello thank you "
"4","1468461573","Tue Apr 07 01:48:48 PDT 2009","NO_QUERY","LoveLifex","@mileycyrus http://twitpic.com/2y606 - Cute puppy dog x i dont see the point of leaving comment as probably no one will read it xxxxxxx "
"4","1468461621","Tue Apr 07 01:48:49 PDT 2009","NO_QUERY","AppleCharlotte","@Mattass88 you should, it's really good "
"4","1468461697","Tue Apr 07 01:48:51 PDT 2009","NO_QUERY","hugari","Spring is really here. Swans are back "
"4","1468461704","Tue Apr 07 01:48:51 PDT 2009","NO_QUERY","silje91","shopping "
"4","1468461707","Tue Apr 07 01:48:51 PDT 2009","NO_QUERY","_dagi","Odstartoval code review a pri te prilzezitosti se zacetl do Bad smells in code z knihy Refactoring.Vycet smradu http://tinyurl.com/dj5v7u "
"4","1468461738","Tue Apr 07 01:48:52 PDT 2009","NO_QUERY","Keris","@SarahJGoldsack Apart from giving Joe formula instead of the THREE BOTTLES I'd prepared - grrr - he was great "
"4","1468461797","Tue Apr 07 01:48:53 PDT 2009","NO_QUERY","Hollywood_Trey","@LFTA &quot;This morning I woke up...Feeling brand new I...I jumped up. Feeling my higgggh n my looow n my sooooul n my clothes...&quot; "
"4","1468461828","Tue Apr 07 01:48:54 PDT 2009","NO_QUERY","martinbean","@savannahsings Thanks for the follow. Good luck with your aspirations "
"4","1468461939","Tue Apr 07 01:48:56 PDT 2009","NO_QUERY","garethjl","Gotta love Viz: &quot;don't know why everyone's so pleased America has a black president. Zimbabwe's had one for years, and he's shit!&quot; "
"4","1468461947","Tue Apr 07 01:48:57 PDT 2009","NO_QUERY","thelongwayround","@iDesk Cool  thank you for that"
"4","1468461977","Tue Apr 07 01:48:57 PDT 2009","NO_QUERY","pussyinbigboots","@monkeylover35 Well it feels a little raped today but its calmed down. "
"4","1468462097","Tue Apr 07 01:49:00 PDT 2009","NO_QUERY","tinydanser","http://toomanypplhaveblogs.blogspot.com/ new post on romantic comedies vs. reality. plz comment or whatever, i like feedback "
"4","1468462333","Tue Apr 07 01:49:06 PDT 2009","NO_QUERY","gabbler","@sorcha69 I like the chipper you....I'm in serious good humor today as well, must be something in the air...opium perhaps "
"4","1468462352","Tue Apr 07 01:49:06 PDT 2009","NO_QUERY","PassinTime","@rustyrockets Here's a thought-why don't you go shag a corrupt MPs daughter, then inadvertently get them to pay your fine through bribery "
"4","1468462363","Tue Apr 07 01:49:06 PDT 2009","NO_QUERY","xoxChelleMcCxox","@JonathanRKnight thanks for getting Joey Joe on twitter Jon, now all we need is Jordan &amp; Danny on it  xxx"
"4","1468462377","Tue Apr 07 01:49:06 PDT 2009","NO_QUERY","mikahere","@moneceann Going somewhere? "
"4","1468462393","Tue Apr 07 01:49:07 PDT 2009","NO_QUERY","AnnieHazy","@DujourMag tnx on your answer  what is the price of subscribing worldwide , not online tnx"
"4","1468462408","Tue Apr 07 01:49:07 PDT 2009","NO_QUERY","haizbluez","Just came back from homeee~~   Feel like shitting now.. -,- BYEE~~ See you lata! "
"4","1468462410","Tue Apr 07 01:49:07 PDT 2009","NO_QUERY","Jackleeezzie","@enchris pretty good  There is always something to do around here i guess haha hows Padova???"
"4","1468462489","Tue Apr 07 01:49:11 PDT 2009","NO_QUERY","paige_alexa","Making the most of my vaction by sleeping and finding some new music to listen to. 1901 by Phoenix is my new jam. "
"4","1468462496","Tue Apr 07 01:49:09 PDT 2009","NO_QUERY","DanMorelle","@MattiasInk time to dumb down "
"4","1468462497","Tue Apr 07 01:49:09 PDT 2009","NO_QUERY","californiasoul","@ERINDIGIOIA it's takes awhile to sink in but one you get it it's addictive! "
"4","1468462553","Tue Apr 07 01:49:10 PDT 2009","NO_QUERY","karislim","@unravelling it's just not as bad as it was... either I got used to the way life as it is here, or I've adjusted my expectation somehow "
"4","1468462568","Tue Apr 07 01:49:11 PDT 2009","NO_QUERY","ChristinaPerk","@RWBEagle did you go? if so ...g'nite "
"4","1468462575","Tue Apr 07 01:49:11 PDT 2009","NO_QUERY","jennybee","@jonw_uk hmm.. slightly different scenarios methinks "
"4","1468462652","Tue Apr 07 01:49:12 PDT 2009","NO_QUERY","Vidina","I'm now the proud father of two sons.  http://twitpic.com/2y73a"
"4","1468462661","Tue Apr 07 01:49:12 PDT 2009","NO_QUERY","chayani_xx","figuring out facebook, and adding twitter celebs "
"4","1468462669","Tue Apr 07 01:49:13 PDT 2009","NO_QUERY","rossedwards","@Ken_Day that's Pareto's Principle in action "
"4","1468462724","Tue Apr 07 01:49:14 PDT 2009","NO_QUERY","raboof","Getting ready for a customer demo. Everyone's stress level are high! "
"4","1468462807","Tue Apr 07 01:49:16 PDT 2009","NO_QUERY","jharsem","@ramdomthoughts Oh no the little yellow guy is the real me  .. heheh.mind you my twitter home page gave it away as well ."
"4","1468462840","Tue Apr 07 01:49:19 PDT 2009","NO_QUERY","wendyJR","as cant get tickets to Gadget show am taking boys Snibston as peace offering "
"4","1468462842","Tue Apr 07 01:49:16 PDT 2009","NO_QUERY","solobasssteve","@mikearthur I think it's genius (taking shrooms notwithstanding) I'm not sure how well it translates beyond the 1st time, but it's magic! "
"4","1468462848","Tue Apr 07 01:49:19 PDT 2009","NO_QUERY","DDrDark","@dannyking Yeah, I saw it. Really nice &amp; simple UI! Thanks "
"4","1468462908","Tue Apr 07 01:49:21 PDT 2009","NO_QUERY","HotWet","@Bathbad Um. Already took care of that ALL day "
"4","1468462938","Tue Apr 07 01:49:18 PDT 2009","NO_QUERY","neilkirkman","i'm working and playing very hard! looking fwd to Italia on Thursday "
"4","1468462982","Tue Apr 07 01:49:19 PDT 2009","NO_QUERY","skyhawkmatthew","is downloading Tap Tap Coldplay! "
"4","1468463002","Tue Apr 07 01:49:20 PDT 2009","NO_QUERY","millrae","@jordynhill7 yeah u can, were going to greenbelt...some condo there  call me if u decide to play hookie hehe"
"4","1468463024","Tue Apr 07 01:49:20 PDT 2009","NO_QUERY","alesh666","@Swizec easy  no pain no gain  &quot;now gimme 50&quot; "
"4","1468463025","Tue Apr 07 01:49:20 PDT 2009","NO_QUERY","is_selene","is about to sleep for reals now. smmmealllyalaaatarzzz!! Hehehehehe.  XOXOX! "
"4","1468463079","Tue Apr 07 01:49:21 PDT 2009","NO_QUERY","IsabelMosk","I am explaining my collegeau how twitter works "
"4","1468463098","Tue Apr 07 01:49:21 PDT 2009","NO_QUERY","vvillem","@ErikGelderblom it's like one blurry cloud! and every cloud is, apart from density, at the same spot! useless Erik, have a 2nd look "
"4","1468463109","Tue Apr 07 01:49:22 PDT 2009","NO_QUERY","j0ei","@acsam good to hear... "
"4","1468463134","Tue Apr 07 01:49:23 PDT 2009","NO_QUERY","EvalenaStyf","Laptop doctor arrived and the moment he touched my comp it worked! �10 to have a man look at my working computer - brilliant! "
"4","1468463159","Tue Apr 07 01:49:23 PDT 2009","NO_QUERY","depping","creating a health check report, all these red dots, this can't be good "
"4","1468463188","Tue Apr 07 01:49:24 PDT 2009","NO_QUERY","st_shockhorror","Beer batter's good though "
"4","1468463282","Tue Apr 07 01:49:25 PDT 2009","NO_QUERY","ismynamezoe","kent - vinternoll2  its a good song you should totes listen "
"4","1468463321","Tue Apr 07 01:49:26 PDT 2009","NO_QUERY","earlydetection","Cool, Dancing With The Stars is on and I am transported again to my dream of being a fab dancer,  where I get 10's all round "
"4","1468463323","Tue Apr 07 01:49:27 PDT 2009","NO_QUERY","feliciousonfire","@broken_thought Yayyyyy! I can't wait! "
"4","1468463364","Tue Apr 07 01:49:27 PDT 2009","NO_QUERY","Bluelillys","loads of sales this week from my website bluelillys.co.uk will have to work hard to replace items now "
"4","1468471853","Tue Apr 07 01:52:39 PDT 2009","NO_QUERY","michellekd","@nikkidowie yes, that's so weird that weve missed all this!  What r u doin in Vannie? P.s. love your piccis 2!"
"4","1468471885","Tue Apr 07 01:52:40 PDT 2009","NO_QUERY","ellieJM","@LittleFletcher you should read it again thenn!! it IS really good  x"
"4","1468471932","Tue Apr 07 01:52:41 PDT 2009","NO_QUERY","lisarosendahl","Wondering where all my friends are at this hour? Wake up . . . "
"4","1468472104","Tue Apr 07 01:52:45 PDT 2009","NO_QUERY","jodierecommends","@igorkheifets got your email - just give me a time that suits - talk soon "
"4","1468472138","Tue Apr 07 01:52:48 PDT 2009","NO_QUERY","Joushou","@haykuro How did you fix the headset/camera problem? Was it just libaudio.so and libcamera.so (and dependencies)? Just being curious "
"4","1468472149","Tue Apr 07 01:52:46 PDT 2009","NO_QUERY","libbyoliver","right I am off to the hospital  seeya later "
"4","1468472346","Tue Apr 07 01:52:50 PDT 2009","NO_QUERY","Sally_E","@aparajuli yaaaaayyy... you got a crumpler bag  can you take a pic and post?"
"4","1468472383","Tue Apr 07 01:52:51 PDT 2009","NO_QUERY","CruzHilton","@MandyyJirouxx  Say Hello  lol x"
"4","1468472389","Tue Apr 07 01:52:51 PDT 2009","NO_QUERY","JenniferVazquez","@mgrmike Hi Mike!  I would love for you to download my cd, &quot;bend&quot;, for $4 @ http://www.jennifervazquez.com/products.htm  You'll luv it! "
"4","1468472401","Tue Apr 07 01:52:52 PDT 2009","NO_QUERY","JamesHancox","@MrW0nderful Damn fine sir, damn fine. Flikr Pro, hear me *ROAR*. Shall be some vigorous uploading this evening "
"4","1468472487","Tue Apr 07 01:52:54 PDT 2009","NO_QUERY","janeway529","@identity4 http://twitpic.com/2y710 - 1 : 1.618 - Hahaha, that's awesome! "
"4","1468472510","Tue Apr 07 01:52:54 PDT 2009","NO_QUERY","emotionalpedant","@jamiesmart Shall we be forced to listen to metal emo nonsense? Triffeh! "
"4","1468472586","Tue Apr 07 01:52:57 PDT 2009","NO_QUERY","PassinTime","I am going to get on with things... just as soon as I've finished this coffee  xx"
"4","1468472668","Tue Apr 07 01:52:59 PDT 2009","NO_QUERY","MissSoulist","@tkofthewildboyz what genre "
"4","1468472785","Tue Apr 07 01:53:02 PDT 2009","NO_QUERY","svein2","waiting for Easter "
"4","1468472793","Tue Apr 07 01:53:02 PDT 2009","NO_QUERY","msa290","YAY! I'm hanging out with Stephanie and Mario; just like the good ol' days! "
"4","1468472796","Tue Apr 07 01:53:03 PDT 2009","NO_QUERY","danboarder","@mikenyff I do like the Sennheiser MKH415, it's an older 416 w/ 12v power; an adapter is needed to normal XLR. Amazing audio thx to eBay "
"4","1468472815","Tue Apr 07 01:53:04 PDT 2009","NO_QUERY","Ribenaa","Going to minehead today for walk along the beach and fish and chips "
"4","1468472861","Tue Apr 07 01:53:03 PDT 2009","NO_QUERY","sarahkatyal","is debating, Vietnam or the Phillipines? Culture or the sun? Heat or more heat? Life is good "
"4","1468472895","Tue Apr 07 01:53:07 PDT 2009","NO_QUERY","baristaapp","@KoffeeKosmo wow! How do you get to sleep? "
"4","1468472902","Tue Apr 07 01:53:04 PDT 2009","NO_QUERY","Tascha1","Great weather today finally the sun is back "
"4","1468472926","Tue Apr 07 01:53:04 PDT 2009","NO_QUERY","LadyErlynne","@vindiekins Will do. "
"4","1468472968","Tue Apr 07 01:53:05 PDT 2009","NO_QUERY","SexySubKaylee","@michaelmagical Not sure either  lol!"
"4","1468472982","Tue Apr 07 01:53:06 PDT 2009","NO_QUERY","ninyurrness","is reflecting. "
"4","1468473034","Tue Apr 07 01:53:07 PDT 2009","NO_QUERY","jewelzz92","More tears, just watched Tru Confessions.  It's probably my favourite Shia LaBeouf movie ever   Everyone should watch this movie."
"4","1468473084","Tue Apr 07 01:53:08 PDT 2009","NO_QUERY","YoursTruli","@PinkAvenue morning Pink "
"4","1468473136","Tue Apr 07 01:53:09 PDT 2009","NO_QUERY","fartingpen","@simoncherian I like Shadow... But too dark... Fun, is the keyword... "
"4","1468473189","Tue Apr 07 01:53:10 PDT 2009","NO_QUERY","saamanthajaane","met jack chambers today  ate some yummy thingo from wendys, bought taylor swift's first album, AND got mycamera back. BEST. DAY. EVER! "
"4","1468473291","Tue Apr 07 01:53:12 PDT 2009","NO_QUERY","rahulvarshneya","Akali Dal to give Jarnail Singh Rs 2 lakh! Jai Ho! "
"4","1468473295","Tue Apr 07 01:53:13 PDT 2009","NO_QUERY","aymz87","just opened her twitter account  yay for me"
"4","1468473312","Tue Apr 07 01:53:13 PDT 2009","NO_QUERY","DJMelodyKane","Another beautiful day in Brighton and the sun makes my creativity flow....just a quick cup of green tea b4 I hit the decks "
"4","1468473412","Tue Apr 07 01:53:15 PDT 2009","NO_QUERY","buryingluck","My sister posted the nicest video for me on facebook "
"4","1468473425","Tue Apr 07 01:53:15 PDT 2009","NO_QUERY","HotWet","@BlokesLib Whats the name of that movie? "
"4","1468473504","Tue Apr 07 01:53:17 PDT 2009","NO_QUERY","Crashy_1206","Guess I am going to try and get a few hours sleep.... goodnight everyone and sweet dreams "
"4","1468473576","Tue Apr 07 01:53:19 PDT 2009","NO_QUERY","cos1042","@studarby Schools are off but I have an assignment on non-fiction writing due in next Friday! "
"4","1468473624","Tue Apr 07 01:53:20 PDT 2009","NO_QUERY","cindyleigh","I love consultancy gigs "
"4","1468473742","Tue Apr 07 01:53:22 PDT 2009","NO_QUERY","ToxicMelvin","Bought the MH bundle? Create a task called &quot;Mario&quot; or &quot;Star Wars&quot; in &quot;The Hit List&quot;. Make sure your sound is on and complete the tasks! "
"4","1468473762","Tue Apr 07 01:53:22 PDT 2009","NO_QUERY","DerailandCrash","is talking with Karin on skype "
"4","1468473805","Tue Apr 07 01:53:23 PDT 2009","NO_QUERY","BRYNtendo","apparently so "
"4","1468473951","Tue Apr 07 01:53:27 PDT 2009","NO_QUERY","tonistack","eating mummys sheppards pie "
"4","1468474022","Tue Apr 07 01:53:28 PDT 2009","NO_QUERY","ChontelleBourke","lying down.. comfortably "
"4","1468474072","Tue Apr 07 01:53:30 PDT 2009","NO_QUERY","blue_cat_online","@Nuuki Cool  and are you enjoying it? Both of us are looking at new phones but at this rate will NOT have the same thing ;)"
"4","1468474126","Tue Apr 07 01:53:31 PDT 2009","NO_QUERY","realchrissystar","Goodness - I STILL haven't packed for Hawaii!!! - It's Jessica Simpson's fault.. She's too cute.. And so was the movie  ..Ahh now what..xx"
"4","1468474379","Tue Apr 07 01:53:37 PDT 2009","NO_QUERY","CrystalZahler","@theDebbyRyan You seem really cool!! And down to earth!! I hope to work with you and/or meet you some day! It would really be GREAT!! "
"4","1468474392","Tue Apr 07 01:53:37 PDT 2009","NO_QUERY","DaniMehtax","Nessie's coming dowwwwn "
"4","1468474415","Tue Apr 07 01:53:40 PDT 2009","NO_QUERY","WarriorsOfTime","@raytoro what colours your bed room -0 i  am rlly interested n my friends and i are haveing bets so what could u tell me please  thanx xx"
"4","1468474419","Tue Apr 07 01:53:39 PDT 2009","NO_QUERY","ujjwal_kumar","@billgates currently I am using beta version which I downloaded from microsoft's website. Its an awesome O/S, also ur new pic looks good. "
"4","1468474500","Tue Apr 07 01:53:40 PDT 2009","NO_QUERY","Gracielou6510","Hitten the hay. Have a good nite everyone. Nighty nite. "
"4","1468474698","Tue Apr 07 01:53:45 PDT 2009","NO_QUERY","xmissworldx","@dottedwithearts hehe, bless you "
"4","1468474731","Tue Apr 07 01:53:46 PDT 2009","NO_QUERY","Bulldog36","@Tallkisscom Too Short to Join!!! Just above miget height here! But might make some tall women a nice &quot;Lap&quot; dog. "
"4","1468474788","Tue Apr 07 01:53:47 PDT 2009","NO_QUERY","dreams_","@Molecat84 LOL I'll be sure to pass that on the director ;) Glad you're enjoying it! "
"4","1468474794","Tue Apr 07 01:53:47 PDT 2009","NO_QUERY","ChloeLouisee01","Getting ready to go out  x"
"4","1468474814","Tue Apr 07 01:53:48 PDT 2009","NO_QUERY","justsal","@benjamin_cook David Tennant is one extremely good looking man Ben. Enough to turn gay women straight "
"4","1468474843","Tue Apr 07 01:53:48 PDT 2009","NO_QUERY","mwbateman","@lauracoll eee check you out tweeting! I'm glad it's holliday time too "
"4","1468474876","Tue Apr 07 01:53:49 PDT 2009","NO_QUERY","Raajesh","@just_reva why jus a politician? there are lots of other very worthwhile targets "
"4","1468474898","Tue Apr 07 01:53:49 PDT 2009","NO_QUERY","curlydena","@cloudsteph lmao - gonna be singing that all day now. brilliant "
"4","1468475002","Tue Apr 07 01:53:52 PDT 2009","NO_QUERY","kcorrick","@bobbiejohnson [KC blushes} Yes, @dracos reminded me of that &quot;little symbol&quot; too  but it's not visible in apps, which is prob why I forgot"
"4","1468475062","Tue Apr 07 01:53:53 PDT 2009","NO_QUERY","xoxo_steppie","just finished screen printing 10 shirts + 18 tanks. officially pooped. time for a break 'til morris can come be my helper for tomorrow. "
"4","1468475080","Tue Apr 07 01:53:54 PDT 2009","NO_QUERY","amriee","says good afternoon.  http://plurk.com/p/n0nir"
"4","1468475089","Tue Apr 07 01:53:54 PDT 2009","NO_QUERY","overheardatmoo","Thanks to everyone who came to MOO Towers yesterday! So exciting to get your feedback. Now we start scheming in earnest "
"4","1468475166","Tue Apr 07 01:53:56 PDT 2009","NO_QUERY","ayoub","@theblackwreath : Very cool! "
"4","1468475191","Tue Apr 07 01:53:57 PDT 2009","NO_QUERY","LCrystalSea","back at work, but happy because my colleague gave me some really good news "
"4","1468475303","Tue Apr 07 01:53:59 PDT 2009","NO_QUERY","iOlly","@miletbaker yup, well, absorbing + researching info at the mo. Steep learning kurb mixed with a larger mountain to climb! +Surf Today "
"4","1468475324","Tue Apr 07 01:54:00 PDT 2009","NO_QUERY","NinjaSteen","@kinagrannis We're all grateful for the beautiful music you share and dedication you give to us!! Thank you - you're amazing!! "
"4","1468475389","Tue Apr 07 01:54:01 PDT 2009","NO_QUERY","Thexchris","Using Flash To Make My New Video "
"4","1468475416","Tue Apr 07 01:54:01 PDT 2009","NO_QUERY","nigs","@Lyncinda take your lifebelt "
"4","1468475426","Tue Apr 07 01:54:02 PDT 2009","NO_QUERY","tombot18","@Keris you can upload excel files, and share it with anyone you like "
"4","1468475437","Tue Apr 07 01:54:02 PDT 2009","NO_QUERY","cravenjade","@mikecj Will do! Thanks for reminding me - certainly helps with the teamwork aspect  Lol - loved the bra size comment. That cracked me up!"
"4","1468475465","Tue Apr 07 01:54:02 PDT 2009","NO_QUERY","paulmonkey","@ramdomthoughts Scott you do make me chuckle... bags, podcasts, lenses.... have you taken any photos yet??  "
"4","1468475498","Tue Apr 07 01:54:05 PDT 2009","NO_QUERY","c0decafe","@UxSoup not sure.. but you do gotta counter the blackberry offering... iphone would make sense  *back to work*"
"4","1468475602","Tue Apr 07 01:54:06 PDT 2009","NO_QUERY","pameyla","didn't go for MT class today  had Sci. project, which is, trust me, waaaay better than wasting time at MT class."
"4","1468475621","Tue Apr 07 01:54:05 PDT 2009","NO_QUERY","Belge","Gooooooooood Morning "
"4","1468475669","Tue Apr 07 01:54:05 PDT 2009","NO_QUERY","xXTriBXx","@xJaix Lil Miss Sweetheart eh? hmm. well get better soon Jai. BTW I'm Tri  Lmao. Jai ... Tri... Both ends with III lmao. okay night girl."
"4","1468475671","Tue Apr 07 01:54:07 PDT 2009","NO_QUERY","MITCHYcamefirst","@adamlawlz its how u love me now by hey monday "
"4","1468475735","Tue Apr 07 01:54:09 PDT 2009","NO_QUERY","cassarani","@amyknapp We're all good thanks  We're nowhere near the affected area, thank god. Pretty scary though."
"4","1468475754","Tue Apr 07 01:54:09 PDT 2009","NO_QUERY","_Katxx","Vampires Are Attractive "
"4","1468475757","Tue Apr 07 01:54:09 PDT 2009","NO_QUERY","guittaraxx","@jaydems I like the sound of this  step one: finding money. haha but shopping, YAY!"
"4","1468475763","Tue Apr 07 01:54:09 PDT 2009","NO_QUERY","cheile","@odo_snape_maven thanks.   so what are you doin at this late hour?"
"4","1468475801","Tue Apr 07 01:54:10 PDT 2009","NO_QUERY","sphism","Played table football last night on a table i scored for �7 from a recycling center - go to the tip this weekend and grab some bargains "
"4","1468475824","Tue Apr 07 01:54:11 PDT 2009","NO_QUERY","joolzgirl","@DujourMag thanks for a great list "
"4","1468475992","Tue Apr 07 01:54:16 PDT 2009","NO_QUERY","karawapo","@troppo Twitterfon is great but it converts smileys  into pictures what looks like very bad taste to me."
"4","1468476032","Tue Apr 07 01:54:15 PDT 2009","NO_QUERY","LittleTwitts","Has Just Finished Watching All Supermac18 Videos "
"4","1468476049","Tue Apr 07 01:54:16 PDT 2009","NO_QUERY","TabbySunLion","30 years today!  Our wedding aniversary.  I want to live with him for ever "
"4","1468476059","Tue Apr 07 01:54:18 PDT 2009","NO_QUERY","Stephene_Mishel","gooodnyt twits  &lt;333 @charlessaysrawr rawr!! bhaha"
"4","1468476119","Tue Apr 07 01:54:17 PDT 2009","NO_QUERY","rob_caporetto","@colbsi Got it.  You're insane!  INSANE I tell you ;) (No way I could manage that) "
"4","1468476145","Tue Apr 07 01:54:17 PDT 2009","NO_QUERY","paul_steele","O O 7!! At ocean 11 Yeah  ? http://blip.fm/~3xa1q"
"4","1468476161","Tue Apr 07 01:54:17 PDT 2009","NO_QUERY","dannylonestar","Yesss! I didnt cry aha. It just proves that i am a cold hearted jerk!!! Jk "
"4","1468476202","Tue Apr 07 01:54:19 PDT 2009","NO_QUERY","stimpson","@peon374 SHOW US PEEKTURES OMG   "
"4","1468476282","Tue Apr 07 01:54:22 PDT 2009","NO_QUERY","parasight","@kleinjinx http://twitpic.com/2y720 - This reminds me of headbanging when I had long hair. Sigh. "
"4","1468476352","Tue Apr 07 01:54:22 PDT 2009","NO_QUERY","shekharg","@aseemsood it is amazing that you are able to take out time to do this. I would have hired labourers "
"4","1468476389","Tue Apr 07 01:54:22 PDT 2009","NO_QUERY","patmahon","@paulshadwell Of all the people Paul, I didn't expect you!. LOL You got me, now I've got to put out a public notice "
"4","1468476405","Tue Apr 07 01:54:23 PDT 2009","NO_QUERY","ElvisisDead77","@SaifSiddiqui Just found a rusted paw print on the lane. Will just give it a quick clean. Or say its broken and buy some extension track "
"4","1468476408","Tue Apr 07 01:54:23 PDT 2009","NO_QUERY","throwboy","@lrv94 It looks really really great!  I love it   I blogged it on the Throwboy blog!"
"4","1468476452","Tue Apr 07 01:54:24 PDT 2009","NO_QUERY","itiki","@xrichard Happy birthday brorsan!! "
"4","1468476492","Tue Apr 07 01:54:26 PDT 2009","NO_QUERY","Scyranth","@SexySubKaylee Oh! I'm stellar 2nite gurl! I'm havin an amazing shift gurl! and btw ur welcome! "
"4","1468476542","Tue Apr 07 01:54:27 PDT 2009","NO_QUERY","saamanthajaane","FUNNIfunniest thing ever? the average content in a shoe box is two. i know right? creepy  hair cut tomorrowwwwwww "
"4","1468476600","Tue Apr 07 01:54:28 PDT 2009","NO_QUERY","bread_abd","good morning to @lemonknickers �haiyaa! so late wake up?  ...i want to go home now"
"4","1468476613","Tue Apr 07 01:54:29 PDT 2009","NO_QUERY","jaronmc","@justads Listening to it now, it's all coming back... I know all these songs, just not by name "
"4","1468476632","Tue Apr 07 01:54:29 PDT 2009","NO_QUERY","swah","&quot;It's a big ass table. Take that Apple&quot; http://jdem.cz/a9367 "
"4","1468485613","Tue Apr 07 01:57:57 PDT 2009","NO_QUERY","jennybee","@ingridk me too-with Neighbours and Home&amp;Away.. but always thought it a bit odd "
"4","1468485673","Tue Apr 07 01:57:57 PDT 2009","NO_QUERY","Boddingtons","@tsarnick someone took off MSN on this computer GRRRRRRR I am going to kill!   Hey dad!  luv you"
"4","1468485790","Tue Apr 07 01:58:00 PDT 2009","NO_QUERY","Jennystr","@film24 as long as it's not hot dogs... "
"4","1468485883","Tue Apr 07 01:58:02 PDT 2009","NO_QUERY","chantelleaustin","@heidiheartshugs a means to an end? What do you want to do? "
"4","1468485892","Tue Apr 07 01:58:02 PDT 2009","NO_QUERY","JimmyLang","excited for new ep. of CO-OP, cuz it's all on indie games  can't wait to see Unfinished Swan. @tsunamiskweek it's kinderporno in dutch lol"
"4","1468485901","Tue Apr 07 01:58:02 PDT 2009","NO_QUERY","Sheffman2","Morning everyone, or afternoon or good evening, thats the beauty of twitter, it's world wide "
"4","1468485903","Tue Apr 07 01:58:02 PDT 2009","NO_QUERY","TuomoTapio","@pdbregman  spot on, what does our limited thoughts allow us to remember from the truth, it's the gift for not understanding too early"
"4","1468485963","Tue Apr 07 01:58:03 PDT 2009","NO_QUERY","koukopoulos","@iphigenie up up and away!  btw i'm currently using the opera 10 alpha and, apart from 1-2 annoying bugs, it rocks."
"4","1468485966","Tue Apr 07 01:58:03 PDT 2009","NO_QUERY","MissWyn","I'm enjoying this...who else is enjoying this I wonder???  Just what I need whilst I eat my apple pie "
"4","1468485973","Tue Apr 07 01:58:03 PDT 2009","NO_QUERY","la_oof","@AngelaWB oh yes, and splash page is an entry page that you click to enter the rest of the site. "
"4","1468486006","Tue Apr 07 01:58:04 PDT 2009","NO_QUERY","retorta","@sylver "
"4","1468486194","Tue Apr 07 01:58:08 PDT 2009","NO_QUERY","MissxMarisa","the bass, the rock, the mic, the treble "
"4","1468486271","Tue Apr 07 01:58:10 PDT 2009","NO_QUERY","Muthukumaran","@acc_shan  ha ha..i think the annoying customers are worser than mosquitos  I prefer the later."
"4","1468486346","Tue Apr 07 01:58:12 PDT 2009","NO_QUERY","Shulalaba","@sipdrink  nice new calvins in a rainbow of colours to make the most of his tan, I love them, obv!"
"4","1468486364","Tue Apr 07 01:58:12 PDT 2009","NO_QUERY","scienide77","Almost 11 ... I wonder what frank has as a suprise for us "
"4","1468486432","Tue Apr 07 01:58:14 PDT 2009","NO_QUERY","the8333696","Please please please friends of Govanhill Baths, let me in to your empty swimming pool to take photos "
"4","1468486514","Tue Apr 07 01:58:16 PDT 2009","NO_QUERY","Hollyrae83","is starting her day of laundry and cleaning.. leaving for Bath in T-20 hours  alot to do! ok. Coloreds &amp; jeans first.. anyone got any?"
"4","1468486523","Tue Apr 07 01:58:17 PDT 2009","NO_QUERY","srinitata","someone turn on the shower please!! "
"4","1468486590","Tue Apr 07 01:58:18 PDT 2009","NO_QUERY","lissie45","@nomadicmatt and if you could sell that much advertising you wouldn't need the coaching would you "
"4","1468486595","Tue Apr 07 01:58:18 PDT 2009","NO_QUERY","gaveen","They're taking the hobbits to Isengard http://is.gd/6YA8 and Why is the Rum gone? http://is.gd/rabq Funny music remixes. "
"4","1468486662","Tue Apr 07 01:58:19 PDT 2009","NO_QUERY","DujourMag","Nylon..please don't go. We need INDIE mag neighbors! And opening a record label..hmm, guess that's cool. Love my dresses though "
"4","1468486740","Tue Apr 07 01:58:23 PDT 2009","NO_QUERY","RachelHarder","Korea here we come.....we are all very excited "
"4","1468486755","Tue Apr 07 01:58:22 PDT 2009","NO_QUERY","iamkhayyam","@db I barely recognized you all slicked up there Rick  Just wait an hour, they'll be different  How the hell are you? Been a minute."
"4","1468486762","Tue Apr 07 01:58:22 PDT 2009","NO_QUERY","JennaMadison","@michaelgrainger Thank you thank you "
"4","1468486765","Tue Apr 07 01:58:24 PDT 2009","NO_QUERY","DeaElmi","@Anraiki took a quick look but wanna take some time, will do so this w/end ...thank you 4 sharing yr work  xo Dea"
"4","1468486839","Tue Apr 07 01:58:23 PDT 2009","NO_QUERY","jackspencer","@pianoboex Good for you "
"4","1468486932","Tue Apr 07 01:58:25 PDT 2009","NO_QUERY","JenniferVazquez","@wbaustin  I would love for you to download my cd, &quot;bend&quot;, for $4 @ http://www.jennifervazquez.com/products.htm  Promise you'll luv it! "
